judgment_id,run,kind,repo,pr_number,pr_url,file,human_line,human_comment,human_url,model_line,model_category,model_severity,model_comment,pipeline_verdict,judge_reason,human_verdict,human_notes,model_verdict,model_confidence,model_reason
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20537__unmatched_model__17,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20537,https://github.com/checkstyle/checkstyle/pull/20537,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/unusedlocalvariable/InputUnusedLocalVariableAllowNamedPatternVariables.java,,,,36,style,low,The variable 'z' is unused in the pattern match. Consider if this is intentional or if the variable should be named differently to indicate its purpose.,unmatched,,,,unfounded,low,"Line 36's explicit violation marker shows 'z' being unused is deliberate fixture content, contradicting the suggestion that it may be unintentional or need renaming."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20537__unmatched_model__9,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20537,https://github.com/checkstyle/checkstyle/pull/20537,src/site/xdoc/checks/coding/unusedlocalvariable.xml,,,,45,style,medium,The description for jdkVersion has been updated to include 'instanceof record Destructuring' but the change is not clearly marked. Consider using a more explicit formatting or highlighting to distinguish the added information.,unmatched,,,,unfounded,low,"The added sentence is ordinary documentation prose; nothing in the visible code exhibits a defect from leaving a doc addition 'unmarked', so the flagged problem is not present."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20554__unmatched_model__0,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20554,https://github.com/checkstyle/checkstyle/pull/20554,src/site/xdoc/checks/misc/todocomment.xml,,,,75,bug,high,"The comment 'TODO: do differently in future' is now positioned above the line that triggers the violation, which changes the expected behavior of the example. This may mislead users about how the check works.",unmatched,,,,unfounded,low,"The 'violation above' marker on line 76 shows the TODO comment line itself triggers the violation, contradicting the claim that the comment now sits above the triggering line and that the example's expected behavior changed."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20554__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20554,https://github.com/checkstyle/checkstyle/pull/20554,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/todocomment/Example2.java,,,,35,bug,high,"FIXME comment is not properly formatted according to the check's regex pattern. The pattern requires 'TODO' or 'FIXME' to be at the beginning of the comment, but this comment has additional text before it.",unmatched,,,,unfounded,high,"The configured regex (?i)(TODO)|(FIXME) is unanchored, line 35 has no text before FIXME, and line 36's violation marker confirms it matches - all visible facts contradict the claim."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20554__unmatched_model__13,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20554,https://github.com/checkstyle/checkstyle/pull/20554,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/todocomment/Example3.java,,,,17,style,medium,"The comment style has changed from a block comment to a line comment, which may affect documentation generation or consistency with surrounding code.",unmatched,,,,unfounded,low,"The box comment still exists as a block comment at lines 18-22; only a separate violation-marker line comment was added, so no comment changed from block to line style."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20554__unmatched_model__17,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20554,https://github.com/checkstyle/checkstyle/pull/20554,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/todocomment/Example3.java,,,,52,style,medium,"The comment for the 6-character pattern has been moved, which might affect how the example is presented in documentation.",unmatched,,,,founded,low,"The '######' 6-char comment visibly moved (now above method4 at line 52, reworded), which is the comment's checkable claim, though the impact remark is vacuous."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20554__unmatched_model__5,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20554,https://github.com/checkstyle/checkstyle/pull/20554,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/TodoCommentCheckExamplesTest.java,,,,47,bug,high,"Multiple line numbers in expected output have been shifted (14->7, 20->27, 22->31, 24->35), indicating the test file content has changed. This could cause test failures if the actual file structure doesn't match these new line numbers.",unmatched,,,,founded,low,"The shifted line/column expectations (16:14->24:7, 20->27, 22->31, 24->35) are visible in the diff and do reflect changed example file content, as the comment says."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/main/java/com/puppycrawl/tools/checkstyle/checks/MultilineCommentLeadingAsteriskPresenceCheck.java,,,,32,style,medium,Typo in javadoc: 'bock' should be 'block',unmatched,,,,founded,high,Line 32 visibly reads 'multi-line bock comments'; 'bock' is a typo for 'block'.
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__15,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/main/resources/com/puppycrawl/tools/checkstyle/checks/messages_es.properties,,,,9,style,low,The Spanish translation for 'multiline.comment.missing.asterisk' uses 'comenzar' which is less precise than 'debe comenzar' used in English. Consider using 'debe comenzar' for consistency.,unmatched,,,,unfounded,high,"The visible Spanish message already says 'deben comenzar' (the plural of 'debe comenzar'), directly contradicting the claim that it omits the modal."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__21,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/main/resources/com/puppycrawl/tools/checkstyle/checks/messages_tr.properties,,,,9,style,low,The message text for 'multiline.comment.missing.asterisk' uses Turkish capitalization rules. Ensure this aligns with the expected message style and consistency with other messages.,unmatched,,,,unfounded,low,"The new message visibly matches the capitalization style of every other message in the chunk, so the implied consistency concern is contradicted by the surrounding lines."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__32,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/test/java/com/puppycrawl/tools/checkstyle/api/FilterSetTest.java,,,,118,design,medium,The test uses a generic lambda for exception testing which could be made more readable by extracting the lambda into a dedicated method or using a more explicit assertion pattern.,unmatched,,,,founded,low,"The test does use a one-line lambda with getExpectedThrowable as described, and the suggested refactor is a stylistic option that could apply, though its benefit for so small a lambda is debatable."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__36,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/test/java/com/puppycrawl/tools/checkstyle/internal/XpathRegressionTest.java,,,,213,design,medium,Adding 'MultilineCommentLeadingAsteriskPresence' to the exclusion set may hide missing XPath regression tests. Verify that this check truly doesn't need XPath support.,unmatched,,,,founded,low,"The added exclusion visibly removes MultilineCommentLeadingAsteriskPresence from the missing-XpathRegressionTest assertion, so it does suppress that coverage requirement; whether that is justified lies outside the chunk."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__43,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/test/resources/com/puppycrawl/tools/checkstyle/checks/multilinecommentleadingasteriskpresence/InputMultilineCommentLeadingAsteriskPresence1.java,,,,36,style,low,"The multiline comment starting on line 36 is missing leading asterisks on lines 2-5, which should trigger violations.",unmatched,,,,founded,high,Lines 37-40 of the comment visibly lack leading asterisks and the four 'violation 5 lines below' markers confirm the check flags exactly those lines.
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__46,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/test/resources/com/puppycrawl/tools/checkstyle/checks/multilinecommentleadingasteriskpresence/InputMultilineCommentLeadingAsteriskPresence2.java,,,,23,style,low,"This multiline comment has inconsistent leading asterisk usage (Line 3 is missing the leading asterisk), which should trigger a violation according to the test.",unmatched,,,,founded,high,"Line 25 ('Line 3') visibly lacks a leading asterisk and the markers at lines 21-22 confirm violations are expected there, matching the comment."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20600__unmatched_model__49,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/test/resources/com/puppycrawl/tools/checkstyle/checks/multilinecommentleadingasteriskpresence/InputMultilineCommentLeadingAsteriskPresenceJavadoc.java,,,,1,style,medium,The multiline comment on lines 1-4 should start with a leading asterisk on each line for consistency with the check's requirements.,unmatched,,,,unfounded,low,"The claim about the check's requirement is true in itself, but the 'violation 3 lines above' markers show the header comment's violations are deliberate fixture expectations, so prescribing a fix flags a non-problem."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20604__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20604,https://github.com/checkstyle/checkstyle/pull/20604,src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsExamplesAstConsistencyTest.java,,,,734,bug,high,The DocumentBuilder is created without setting the feature 'http://apache.org/xml/features/disallow-doctype-decl' which can lead to XXE vulnerabilities. This should be set to true.,unmatched,,,,founded,low,"disallow-doctype-decl is indeed not set while the visible code disables external DTD/entity features, so the hardening suggestion genuinely applies, though those visible mitigations already blunt the claimed XXE risk."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20604__unmatched_model__14,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20604,https://github.com/checkstyle/checkstyle/pull/20604,src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsExamplesAstConsistencyTest.java,,,,958,bug,high,The nested loops in largestGroupWithinSubset create an O(n^2) complexity which can be inefficient for large inputs. Consider using a Map or Set for more efficient lookups.,unmatched,,,,founded,high,"The nested loops at lines 959-965 visibly compare every AST against every other AST, which is O(n^2), so the observation is correct even if the practical impact is small."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20604__unmatched_model__16,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20604,https://github.com/checkstyle/checkstyle/pull/20604,src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsExamplesAstConsistencyTest.java,,,,1059,bug,high,"The loop in buildModuleSimpleNameIndex iterates over all checkstyle modules, which can be expensive. Consider caching or lazy loading to improve performance.",unmatched,,,,unfounded,low,"The visible code already implements the proposed fix: buildModuleSimpleNameIndex is documented as built once into MODULE_SIMPLE_NAME_CACHE precisely to avoid repeated classpath scans, so the comment proposes caching that the code already has, though the field initialization itself is outside the chunk."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20604__unmatched_model__19,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20604,https://github.com/checkstyle/checkstyle/pull/20604,src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsExamplesAstConsistencyTest.java,,,,1142,style,low,Line continuation for string concatenation could be improved for readability.,unmatched,,,,unverifiable,low,"The comment asserts no checkable property of the code, only that readability 'could be improved' without saying what is wrong or how, so there is nothing in the chunk that could confirm or contradict it."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20604__unmatched_model__2,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20604,https://github.com/checkstyle/checkstyle/pull/20604,src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsExamplesAstConsistencyTest.java,,,,119,design,medium,The PROPERTY_COUNT_CACHE is declared as static but not explicitly synchronized. Ensure thread safety is handled properly if the cache is modified during test execution.,unmatched,,,,unfounded,high,"PROPERTY_COUNT_CACHE is visibly declared as a ConcurrentMap initialized to a ConcurrentHashMap, which is thread-safe by construction, so the suggestion that thread safety may be unhandled is contradicted by the chunk."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20604__unmatched_model__4,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20604,https://github.com/checkstyle/checkstyle/pull/20604,src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsExamplesAstConsistencyTest.java,,,,135,style,low,"The EXAMPLE_COUNT_SUPPRESSED_MODULES set is quite large. Consider if it can be broken down into smaller, more manageable sets or documented more clearly.",unmatched,,,,founded,low,"The set visibly contains roughly fifty entries so the size observation is correct, but whether splitting or further documenting it would be an improvement is a subjective judgment the chunk cannot settle."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20604__unmatched_model__9,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20604,https://github.com/checkstyle/checkstyle/pull/20604,src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsExamplesAstConsistencyTest.java,,,,617,design,medium,The filter operation on candidateExamples could be optimized by using a more efficient collection type or by avoiding the creation of intermediate lists.,unmatched,,,,founded,low,"The stream at lines 617-622 is materialized via toList() into a list that is only iterated once, so avoiding that intermediate list would technically apply, though the benefit is negligible and the 'more efficient collection type' suggestion has no clear target."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20717__unmatched_model__4,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20717,https://github.com/checkstyle/checkstyle/pull/20717,src/test/java/com/puppycrawl/tools/checkstyle/checks/design/InnerTypeLastCheckTest.java,,,,163,style,low,Consider adding a javadoc comment to explain what this test verifies,unmatched,,,,founded,high,"The test at line 163 visibly has no javadoc comment, so the suggestion to add one is accurate against the chunk, whatever its value given that neighboring tests also lack javadoc."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__20752__unmatched_model__10,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,20752,https://github.com/checkstyle/checkstyle/pull/20752,src/test/resources/com/puppycrawl/tools/checkstyle/utils/javadocutil/InputJavadocUtilEnumConstantDefComments.java,,,,21,style,medium,"The anonymous enum constant BODY is missing a Javadoc comment, which may reduce code clarity for other developers.",unmatched,,,,unfounded,low,"BODY does lack a Javadoc comment, but the chunk shows this is a deliberate test fixture whose marker on line 20 declares the missing Javadoc as the expected violation, so treating it as a clarity defect misreads the visible code."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__14,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/messages_pt.properties,,,,15,style,low,"The new message key 'javadoc.missingTag' uses a different naming convention than existing keys (e.g., 'javadoc.missing' and 'javadoc.missing.asterisk'). Consider using a consistent pattern like 'javadoc.missing.tag' for better readability.",unmatched,,,,unfounded,low,"The file visibly contains many existing keys with the same camelCase convention (javadoc.duplicateTag, javadoc.expectedTag, javadoc.unclosedHtml), so the claim that javadoc.missingTag deviates from the established naming is contradicted, though it does differ from the javadoc.missing.* pair the comment cites."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__17,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/messages_ru.properties,,,,25,style,low,New message key 'javadoc.tagFormat' added without corresponding code change in this chunk. Verify that this message is actually used.,unmatched,,,,unverifiable,high,"Whether the javadoc.tagFormat message is actually used depends on Java code and metadata outside this properties-file chunk, so the chunk cannot confirm or refute the concern."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__19,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/messages_tr.properties,,,,25,style,low,The message key 'javadoc.tagFormat' introduces a new pattern for describing format requirements. Ensure this follows the established convention for similar format-related messages in the file.,unmatched,,,,unverifiable,low,"Whether the new message follows an established convention for format-related messages depends on project conventions and comparable messages not visible in this chunk, which contains no other format-requirement message to compare against."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__22,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/resources/com/puppycrawl/tools/checkstyle/meta/checks/javadoc/WriteTagCheck.xml,,,,41,design,high,Added message key 'javadoc.missingTag' which may indicate a change in validation logic or error reporting scope. Verify that this change aligns with the intended behavior of WriteTagCheck.,unmatched,,,,unverifiable,high,"The chunk shows the key swap in the metadata file but whether it aligns with WriteTagCheck's intended validation behavior can only be judged from the check's Java code, which is not visible here."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__25,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/site/xdoc/checks/javadoc/writetag.xml,,,,222,style,low,The error message was updated from 'Type Javadoc comment is missing @since tag.' to 'Javadoc comment is missing @since tag.' - this change makes the message more generic but may lose specificity about the type-level violation.,unmatched,,,,founded,low,"The diff visibly changes the marker text from the type-specific wording to a generic one, so the described change and its loss of the 'Type' qualifier are real, though whether that loss matters hinges on intent the chunk does not fix."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__28,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/site/xdoc/checks/javadoc/writetag.xml,,,,283,style,low,The error message was updated from 'Type Javadoc tag @since' to 'Javadoc tag @since' - consider if this change in specificity is intentional,unmatched,,,,founded,low,"The diff at line 283 visibly shows the message text changed from 'Type Javadoc tag @since' to 'Javadoc tag @since', so the described specificity change is real, though its intentionality cannot be settled from the chunk despite the rename being applied uniformly."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__3,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/messages.properties,,,,25,style,low,New message key 'javadoc.tagFormat' follows a consistent naming pattern with other keys,unmatched,,,,founded,high,"The new key javadoc.tagFormat visibly matches the camelCase pattern of many existing keys in the file such as javadoc.blockTagLocation, javadoc.duplicateTag, and javadoc.writeTag, so the claim is correct."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__30,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/site/xdoc/checks/javadoc/writetag.xml,,,,298,style,low,The error message was updated from 'Type Javadoc comment is missing @since tag.' to 'Javadoc comment is missing @since tag.' - consider if this change in specificity is intentional,unmatched,,,,founded,low,"The diff at line 298 visibly shows the message text changed from the type-specific wording to the generic form, so the described change is real, though its intentionality cannot be settled from the chunk despite the rename being applied uniformly."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__35,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/site/xdoc/checks/javadoc/writetag.xml,,,,368,style,low,The error message was shortened from 'Type Javadoc comment is missing @author tag.' to 'Javadoc comment is missing @author tag.' - verify this change is intentional and maintains consistency with other error messages.,unmatched,,,,founded,low,"The diff visibly shortens the suppression filter's message pattern by dropping 'Type', so the described change is real, but consistency with error messages elsewhere and the author's intent are outside the chunk."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__38,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/site/xdoc/checks/javadoc/writetag.xml,,,,427,bug,high,"The link for 'javadoc.tagFormat' appears to be incorrect, pointing to 'javadoc.writeTag' instead.",unmatched,,,,unfounded,high,"The href on line 427 visibly searches for %22javadoc.tagFormat%22 and its link text on line 428 is javadoc.tagFormat, so the claim that this link points to javadoc.writeTag is contradicted by the chunk."
