comment_id,repo,pr_number,pr_url,file,line,comment,comment_url,assigned_category,confidence,rubric_reason,human_category,human_agrees,notes
1744537566,mockito/mockito,3437,https://github.com/mockito/mockito/pull/3437,src/main/java/org/mockito/internal/creation/bytebuddy/InlineDelegateByteBuddyMockMaker.java,116,"**issue:** Re-reading the code I think there's an issue there, the temporary boot jar with the dispatcher is not not set-up in this branch. I believe this may cause a class not found later on.",https://github.com/mockito/mockito/pull/3437#discussion_r1744537566,bug,high,"The comment identifies a potential issue where a necessary component (temporary boot jar with dispatcher) is not set up, which could lead to a 'class not found' error later on, indicating a correctness concern.",,,
2121181569,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/adapter/AbstractTestRuleAdapter.java,31,"Normally we would not declare `@Deprecated` without also declaring `@deprecated` with textual details.

Also, I wonder if we really need to switch the `@API` status from `INTERNAL` to `DEPRECATED`. Perhaps leaving it ""internal"" and not deprecating it is sufficient?

WDYT?

(note that the this applies to all ""internal"" components in this module)",https://github.com/junit-team/junit-framework/pull/4609#discussion_r2121181569,design,high,"The comment questions the API status of the code and suggests an alternative approach, which relates to the design and maintainability of the API.",,,
2131527692,junit-team/junit5,4606,https://github.com/junit-team/junit5/pull/4606,junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider/CsvArgumentsProvider.java,90,You should either call `getFields()` only once (as it constructs new objects internally) or (preferably) use the methods `getFieldCount()` and `getField(int)`.,https://github.com/junit-team/junit-framework/pull/4606#discussion_r2131527692,design,high,"The comment suggests changing the way fields are accessed, either by caching the result of `getFields()` or by using different methods, which alters the structure and implementation of the code.",,,
2131912504,junit-team/junit5,4629,https://github.com/junit-team/junit5/pull/4629,junit-platform-engine/src/main/java/org/junit/platform/engine/support/descriptor/FileSource.java,71,"invoking `direct` here is redundant. There are now precondition checks for essentially the same thing.

```suggestion
		return new FileSource(source.file, filePosition);
```",https://github.com/junit-team/junit-framework/pull/4629#discussion_r2131912504,design,high,"The comment suggests removing redundant code by inlining a method call, which changes the structure of the code.",,,
2182356053,junit-team/junit5,4718,https://github.com/junit-team/junit5/pull/4718,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/discovery/MethodOrderingVisitor.java,55,"```suggestion
				String message = """"""
						Ineffective @Order annotation on method '%s'. \
						It will not be applied because MethodOrderer.OrderAnnotation is not in use. \
						Note that the annotation may be either directly present or meta-present on the method.""""""//
						.formatted(testDescriptor.getTestMethod().toGenericString());
```

I would use a text block here, too.

Please note that I reordered the last two sentences and slightly modified the wording.",https://github.com/junit-team/junit-framework/pull/4718#discussion_r2182356053,style,high,"The suggestion is to use a text block for a string literal, which is a stylistic change to the appearance of the code without altering its structure or behavior.",,,
2198796397,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,junit-jupiter-params/src/main/java/org/junit/jupiter/params/converter/DefaultArgumentConverter.java,54,"Now that there is no need for constructor parameters, would you like to have again a singleton, like it was before #4492?",https://github.com/junit-team/junit-framework/pull/4751#discussion_r2198796397,design,high,"The comment asks about changing the instantiation strategy of the class from a non-singleton to a singleton, which is a design decision about how the code is structured and managed.",,,
2198805002,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,junit-jupiter-params/src/main/java/org/junit/jupiter/params/converter/DefaultArgumentConverter.java,89,"Considering that this PR delivers a breaking change anyway, what about fully removing the `Locale` handling from here and updating `StringToCommonJavaTypesConverter` instead?

https://github.com/junit-team/junit-framework/blob/eaf5ae996cf3638f88667da8d253d7018c513b24/junit-platform-commons/src/main/java/org/junit/platform/commons/support/conversion/StringToCommonJavaTypesConverter.java#L41

Otherwise, `DefaultArgumentConverter.convert` will now use BCP 47, but `ConversionSupport.convert` will continue using ISO 639.",https://github.com/junit-team/junit-framework/pull/4751#discussion_r2198805002,design,high,"The comment suggests a change in the location and implementation of locale handling, which affects the structure and maintainability of the code.",,,
2200663863,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,jupiter-tests/src/test/java/org/junit/jupiter/params/converter/DefaultArgumentConverterTests.java,98,"Nitpicking, now that `DefaultArgumentConverter` doesn't have a type-specific logic, is keeping a `Locale` test case valuable?",https://github.com/junit-team/junit-framework/pull/4751#discussion_r2200663863,design,high,"The comment questions the value of a specific test case given a change in the underlying logic, suggesting its removal or modification, which impacts the structure and maintainability of the tests.",,,
2266331443,junit-team/junit5,4822,https://github.com/junit-team/junit5/pull/4822,junit-platform-suite-engine/src/main/java/org/junit/platform/suite/engine/SuiteTestDescriptor.java,153,"I think it would be better to address this in one place by changing `getSuiteDisplayName` above to the following:

```java
private static String getSuiteDisplayName(Class<?> suiteClass, DiscoveryIssueReporter issueReporter) {
	var nonBlank = issueReporter.createReportingCondition(StringUtils::isNotBlank, __ -> {
		String message = ""@SuiteDisplayName on %s must be declared with a non-blank value."".formatted(
			suiteClass.getName());
		return DiscoveryIssue.builder(Severity.WARNING, message) //
				.source(ClassSource.from(suiteClass)) //
				.build();
	}).toPredicate();
	return findAnnotation(suiteClass, SuiteDisplayName.class) //
			.map(SuiteDisplayName::value) //
			.filter(nonBlank) //
			.orElse(suiteClass.getSimpleName());
}
```",https://github.com/junit-team/junit-framework/pull/4822#discussion_r2266331443,design,high,"The reviewer suggests changing the implementation of an existing method (`getSuiteDisplayName`) to improve maintainability by centralizing logic, which alters the code's structure.",,,
2329308339,junit-team/junit5,4913,https://github.com/junit-team/junit5/pull/4913,platform-tests/src/test/java/org/junit/platform/launcher/TestIdentifierTests.java,64,"I think we should parameterize this test with the number of tags so serialization is tested with 0, 1, and 2 tags to ensure `copyOf()` actually always returns `Serializable` implementations of `Set`. I can do it as a follow-up, though.",https://github.com/junit-team/junit-framework/pull/4913#discussion_r2329308339,design,high,"The comment suggests changing the structure of the test by parameterizing it to cover more cases, which would alter the number and nature of the test methods.",,,
2410083281,junit-team/junit5,4985,https://github.com/junit-team/junit5/pull/4985,platform-tests/src/test/java/org/junit/platform/commons/support/ResourceSupportTests.java,188,"Please also add a test for the preconditions of the `findAllResourcesInModule(Module, ...)` version.",https://github.com/junit-team/junit-framework/pull/4985#discussion_r2410083281,design,high,"The comment requests adding a new test case, which implies adding new code and potentially new methods or logic to the test suite, thus changing the structure of the tests.",,,
2448408714,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,junit-start/src/main/java/org/junit/start/JUnit.java,61,"This doesn't follow the `NO_COLOR` environment variable.

And will this look good on Windows? (I haven't used it in ages, I have no clue if it supports ANSI yet)
",https://github.com/junit-team/junit-framework/pull/5042#discussion_r2448408714,bug,high,"The comment points out a functional defect where the code does not respect the `NO_COLOR` environment variable, which is a correctness issue. It also raises a platform compatibility concern.",,,
2465371974,junit-team/junit5,5096,https://github.com/junit-team/junit5/pull/5096,platform-tests/src/test/java/org/junit/platform/reporting/open/xml/OpenTestReportGeneratingListenerTests.java,367,"Is the `latch` needed or could we instead wait on the thread?

```suggestion
			assertThat(serverThread.join(Duration.ofSeconds(10))).isTrue();
```",https://github.com/junit-team/junit-framework/pull/5096#discussion_r2465371974,question,high,"The reviewer is asking for clarification on whether a specific mechanism (`latch`) is necessary or if an alternative approach (`thread.join`) could be used, indicating a need for more information rather than a direct assertion of a problem or a stylistic preference.",,,
2486891293,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/WorkerThreadPoolHierarchicalTestExecutorService.java,85,"This reads like a flow of consciousness.

I'd suggest rewriting it to `<objective>  <action>` format.

```
		This implementation is based on a regular thread pool and a work queue shared among all worker threads.

		Each worker thread scans the shared work queue for tasks to run. Since the tasks represent hierarchically
		structured tests, container tasks will call `submit(TestTask)` or `invokeAll(List<TestTask>)` for their
		children, recursively.
		
		To maintain the desired parallelism -- regardless whether the user code performs any blocking operations --
		a fixed number of worker leases is configured. Whenever a task is submitted to the work queue to be executed
		concurrently, an attempt is made to acquire a worker lease. If a worker lease was acquired, a worker thread is
		started. Each worker thread attempts to ""steal"" queue entries for its children and execute them itself prior to waiting
		for its children to finish.
		 
		To optimize CPU utilization, whenever a worker thread does need to block, it temporarily gives up its worker
		lease and attempts to start another worker thread to compensate for the reduced `parallelism`. If the max pool size does 
		not permit starting another thread, the attempt is ignored in case there are still other active worker threads.
		
		The same happens in case a resource lock needs to be acquired.
		
		To minimize the number of idle workers, worker threads will prefer to steal top level tasks, while working
		through their own task hierarchy in a depth first fashion. Furthermore, child tasks with execution mode
		`CONCURRENT` are submitted to the shared queue be prior to executing those with execution mode `SAME_THREAD`
		directly.
```",https://github.com/junit-team/junit-framework/pull/5060#discussion_r2486891293,style,high,"The comment suggests rephrasing the existing documentation comment for better clarity and structure, which is a stylistic improvement to the wording and presentation of the text, not a change to the code's structure or behavior.",,,
2690743210,junit-team/junit5,5281,https://github.com/junit-team/junit5/pull/5281,platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherPreconditionTests.java,67,"Rather than checking several assertions in one method, consider one method for each assertion and using [Parameterized test Class](https://docs.junit.org/6.0.2/writing-tests/parameterized-classes-and-tests.html) to inject the `Launcher`.",https://github.com/junit-team/junit-framework/pull/5281#discussion_r2690743210,design,high,"The comment suggests restructuring the tests by splitting a single test method into multiple methods and using parameterized tests, which changes the structure and organization of the code.",,,
2690747911,junit-team/junit5,5281,https://github.com/junit-team/junit5/pull/5281,platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherPreconditionTests.java,81,"Instead of calling `nullValue(Example.class)`, this can be simplified by using casting a null `(Example) null`.",https://github.com/junit-team/junit-framework/pull/5281#discussion_r2690747911,style,high,The comment suggests a minor change in syntax for readability without altering the code's structure or behavior.,,,
2708291879,junit-team/junit5,5281,https://github.com/junit-team/junit5/pull/5281,junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/DelegatingLauncher.java,48,"For consistency, please rename method parameters to match the message. Preferably to match the name in the Launcher interface.",https://github.com/junit-team/junit-framework/pull/5281#discussion_r2708291879,style,high,"The comment suggests renaming method parameters for consistency, which is a change to the appearance and wording of the code without altering its structure or behavior.",,,
2708963848,junit-team/junit5,5281,https://github.com/junit-team/junit5/pull/5281,junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/DefaultLauncher.java,122,"Note to self: These are nouns, not parameter names.",https://github.com/junit-team/junit-framework/pull/5281#discussion_r2708963848,style,high,"The comment is a personal note about the naming of parameters, suggesting a stylistic improvement rather than a change in code structure or correctness.",,,
2809329876,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-api/src/main/java/org/junit/jupiter/api/Constants.java,100,"While we're at it, I think I'd go ahead and _group_ together all constants related to `junit.jupiter.extensions.*` so that they are adjacent within the source code.

Obviously not a big deal, but it seems more logical. 😉 ",https://github.com/junit-team/junit-framework/pull/5379#discussion_r2809329876,design,high,"The comment suggests reorganizing constants within the source code, which changes the structure and organization of the code, fitting the definition of design.",,,
2947610128,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-api/src/main/java/org/junit/jupiter/api/io/TempDirDeletionStrategy.java,85,"Because this is tied to `isSuccessful` I would expect optional-like semantics.

Something like 

```
result.toException().ifPresent(exception -> {
    LOGGER.warn(exception, exception::getMessage);
});
```
",https://github.com/junit-team/junit-framework/pull/5424#discussion_r2947610128,design,high,"The reviewer is suggesting a change in the API's semantics and implementation to align with expected optional-like behavior, which involves altering the structure of the code.",,,
3044390964,junit-team/junit5,5588,https://github.com/junit-team/junit5/pull/5588,junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/MemoryCleanupListener.java,49,Guard this stream-based logic with a `!testDescriptor.getDescendants().isEmpty()` check?,https://github.com/junit-team/junit-framework/pull/5588#discussion_r3044390964,bug,high,"The comment suggests adding a check to prevent potential issues (like NPEs or incorrect behavior) when processing stream-based logic on an empty set of descendants, which is a correctness concern.",,,
3050546162,junit-team/junit5,5588,https://github.com/junit-team/junit5/pull/5588,junit-platform-launcher/src/main/java/org/junit/platform/launcher/listeners/MutableTestExecutionSummary.java,64,The description could be made part of the `DefaultFailure`. ,https://github.com/junit-team/junit-framework/pull/5588#discussion_r3050546162,design,high,"The comment suggests moving the description from one class to another, which changes the structure and organization of the code.",,,
3325607256,junit-team/junit5,5708,https://github.com/junit-team/junit5/pull/5708,junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider/AnnotationBasedArgumentsProvider.java,33,"Looks good. Like my other comments, I think it would be even better with a header like this: 

```
 * <h2>Extensibility</h2>
 *
 * <p>This class is designed for extension.
```",https://github.com/junit-team/junit-framework/pull/5708#discussion_r3325607256,style,high,"The comment suggests adding a Javadoc header for stylistic and documentation purposes, which does not alter the code's structure or behavior.",,,
3407585339,junit-team/junit5,5765,https://github.com/junit-team/junit5/pull/5765,junit-jupiter-api/src/main/java/org/junit/jupiter/api/DisplayNameGenerator.java,53,"It's worth giving this paragraph its own header so that users don't confuse configuration for extension. Something like this: 

```
 * <h2>Configuration</h2>
 * 
 * <p>A {@link DisplayNameGenerator} can be configured <em>globally</em> for the
 ...
```",https://github.com/junit-team/junit-framework/pull/5765#discussion_r3407585339,style,high,"The comment suggests adding a header to improve the readability and organization of the Javadoc, which is a change to the appearance and wording of the documentation without altering the code's structure or behavior.",,,
3407595741,junit-team/junit5,5765,https://github.com/junit-team/junit5/pull/5765,junit-jupiter-params/src/main/java/org/junit/jupiter/params/aggregator/SimpleArgumentsAggregator.java,29,"The public `aggregateArguments` methods in this class have to [document](https://github.com/junit-team/junit-framework/issues/938#issue-242019121) that they call the protected abstract `aggregateArguments` method, as that method is technically overridable.",https://github.com/junit-team/junit-framework/pull/5765#discussion_r3407595741,style,high,"The comment suggests adding documentation to an existing method, which is a change to the wording and presentation of the code rather than its structure or behavior.",,,
3449141966,checkstyle/checkstyle,20378,https://github.com/checkstyle/checkstyle/pull/20378,src/main/java/com/puppycrawl/tools/checkstyle/checks/coding/UnusedLocalVariableCheck.java,186," In Java terminology, ""switch rule"" or ""switch labels"" is more common working here. I didn't see ""arms"" before. Have you seen it?",https://github.com/checkstyle/checkstyle/pull/20378#discussion_r3449141966,question,high,"The reviewer is asking for clarification on terminology, not suggesting a change to the code's behavior or structure.",,,
3458769563,junit-team/junit5,5765,https://github.com/junit-team/junit5/pull/5765,junit-jupiter-api/src/main/java/org/junit/jupiter/api/DynamicNode.java,32,"@jbduncan in what category does classes fall that are public, but have a package private constructor?",https://github.com/junit-team/junit-framework/pull/5765#discussion_r3458769563,question,high,The reviewer is asking for clarification about a design decision regarding class visibility and constructor access.,,,
3473246247,checkstyle/checkstyle,20435,https://github.com/checkstyle/checkstyle/pull/20435,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/sizes/parameternumber/Example4.java,18,It's a bit weird to have these Annotations have an empty line after them. Can we get rid of that?,https://github.com/checkstyle/checkstyle/pull/20435#discussion_r3473246247,style,high,"The comment suggests removing an empty line after annotations, which is purely a formatting change and does not alter the code's structure or behavior.",,,
3487251863,checkstyle/checkstyle,20432,https://github.com/checkstyle/checkstyle/pull/20432,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/unusedlocalvariable/InputUnusedLocalVariableNestedClasses3.java,36,"this comment is good and located in right place.
Do you see problem in xpath expression of this this rule ? that make this violation.",https://github.com/checkstyle/checkstyle/pull/20432#discussion_r3487251863,question,high,"The reviewer is asking for clarification about an XPath expression and whether it's causing a violation, indicating they are seeking information rather than asserting a change.",,,
3523271967,checkstyle/checkstyle,20554,https://github.com/checkstyle/checkstyle/pull/20554,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/todocomment/Example2.java,14,"this line confusing in html rendring, it is due to inlined config.
lets move this line above `// xdoc section -- start`",https://github.com/checkstyle/checkstyle/pull/20554#discussion_r3523271967,design,high,"The comment suggests moving a line of code to a different location, which changes the structure and organization of the code, fitting the definition of a design change.",,,
3538181653,mockito/mockito,3840,https://github.com/mockito/mockito/pull/3840,mockito-core/src/testFixtures/java/org/mockitoutil/TestBase5.java,71,Let's remove all the stuff that isn't used yet.,https://github.com/mockito/mockito/pull/3840#discussion_r3538181653,design,high,"The comment suggests removing unused code, which is a change to the structure and maintainability of the codebase.",,,
3541030394,checkstyle/checkstyle,20600,https://github.com/checkstyle/checkstyle/pull/20600,src/test/java/com/puppycrawl/tools/checkstyle/api/BeforeExecutionFileFilterSetTest.java,125,"Please revert changes related to this new Check.
I am not sure why Google do this weird style.
Please suppress by placing  ignore severity all violations, we don't need to follow Google style here.
It is not first Check that has severity ignore.",https://github.com/checkstyle/checkstyle/pull/20600#discussion_r3541030394,style,high,"The comment suggests reverting changes related to a specific style ('Google style') and suppressing violations, indicating a preference for appearance and convention over functional correctness or structural changes.",,,
3564187763,checkstyle/checkstyle,20599,https://github.com/checkstyle/checkstyle/pull/20599,src/main/java/com/puppycrawl/tools/checkstyle/checks/imports/UnusedImportsCheck.java,369,"Can we simplify this by removing the outer condition? We are checking the same startsWith conditions again inside it.


```suggestion
String currentType = type;
if (currentType.startsWith(WILDCARD_EXTENDS_PREFIX)) { 
currentType = currentType.substring(WILDCARD_EXTENDS_PREFIX.length()); 
} else if (currentType.startsWith(WILDCARD_SUPER_PREFIX)) { currentType = currentType.substring(WILDCARD_SUPER_PREFIX.length()); 
} else {
 currentType = stripTrailingParameterName(currentType); 
 }
```",https://github.com/checkstyle/checkstyle/pull/20599#discussion_r3564187763,design,high,"The suggestion proposes simplifying the code by removing an outer condition, which changes the structure and logic of how the 'currentType' variable is processed, thus impacting the code's design.",,,
3573359822,checkstyle/checkstyle,20725,https://github.com/checkstyle/checkstyle/pull/20725,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/coding/emptystatement/compact/InputEmptyStatementCompactSourceFile.java,9,"please create issue on this and put comment above `// ok until ....url to issue...`
see child issues of https://github.com/checkstyle/checkstyle/issues/19971 for example",https://github.com/checkstyle/checkstyle/pull/20725#discussion_r3573359822,design,low,"The comment suggests creating an issue and adding a comment to the code, which implies a change in how the code is documented and managed, fitting best under design.",,,
3588685271,checkstyle/checkstyle,20666,https://github.com/checkstyle/checkstyle/pull/20666,src/it/resources/com/openjdk/checkstyle/test/chapterformatting/rulebraces/InputBracesLeftCurlyInValid.java,3,"lets just accept violations on such file , just place `violation` comment.
Lets not make big noisy blocks in our Inputs.
We should have this header only in Inputs for this chapter, all other Inputs has `violation`  ",https://github.com/checkstyle/checkstyle/pull/20666#discussion_r3588685271,style,high,"The comment suggests adding a specific comment ('violation') to a file to avoid making 'noisy blocks', which is a stylistic choice about how to document code rather than a change to its logic or structure.",,,
3591265668,checkstyle/checkstyle,20717,https://github.com/checkstyle/checkstyle/pull/20717,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/design/innertypelast/InputInnerTypeLastEmpty.java,7,"can you check why it is not-compileable ?
see ""same"" at https://github.com/checkstyle/checkstyle/blob/master/src/test/resources/com/puppycrawl/tools/checkstyle/checks/design/onetoplevelclass/InputOneTopLevelClassEmpty.java",https://github.com/checkstyle/checkstyle/pull/20717#discussion_r3591265668,question,high,"The reviewer is asking for clarification on why a file is not compilable and provides a link for comparison, indicating a need for information rather than suggesting a code change.",,,
3599066941,checkstyle/checkstyle,20752,https://github.com/checkstyle/checkstyle/pull/20752,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocvariable/InputJavadocVariableTagsEnums.java,76,"`/** Javadoc for enum is valid, but violations are for enum 2 values*/`

as I was triggered on why enum type has problem with javadoc.

 please add below:
```
private static enum PathStatus { 
     INVALID, CHECKED }; // 2 violations
```
to make it more clear on position of violaiton.",https://github.com/checkstyle/checkstyle/pull/20752#discussion_r3599066941,design,high,"The reviewer is suggesting to add a new enum constant to an existing enum, which changes the structure and content of the code to improve clarity for testing.",,,
3604528235,checkstyle/checkstyle,20810,https://github.com/checkstyle/checkstyle/pull/20810,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/genericwhitespace/InputGenericWhitespaceParameterizedRecordPattern.java,23,"`// violation ''>' is followed by whitespace.'`

same update for others.

Please make indentaion on file by +2, it will givemore  space for violation comment in future",https://github.com/checkstyle/checkstyle/pull/20810#discussion_r3604528235,style,high,"The comment suggests increasing indentation to provide more space for future violation comments, which is purely an aesthetic and formatting change without altering the code's structure or logic.",,,
3610989364,checkstyle/checkstyle,20842,https://github.com/checkstyle/checkstyle/pull/20842,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/nolinewrap/Example1.java,20,I do not understand ... why this violation is gone? ,https://github.com/checkstyle/checkstyle/pull/20842#discussion_r3610989364,question,high,"The reviewer is explicitly asking for clarification about why a violation is no longer present, indicating a need for more information.",,,
3619775257,checkstyle/checkstyle,20839,https://github.com/checkstyle/checkstyle/pull/20839,src/main/java/com/puppycrawl/tools/checkstyle/api/JavadocCommentsTokenTypes.java,84,"update this to have `/***`

we always thought that `*` after `/*` is marker of javadoc type of multi-line comment https://checkstyle.org/writingjavadocchecks.html#What_is_Javadoc_comment

lets have it example to see how it is parsed.  

it is from:
https://checkstyle-diff-reports.s3.us-east-2.amazonaws.com/edd77ad547936d5592707212a213f271a6596b1c_2026124436/reports/diff/openjdk25/index.html#A1",https://github.com/checkstyle/checkstyle/pull/20839#discussion_r3619775257,style,high,"The comment suggests changing the appearance of a comment from `/**` to `/***` for consistency with a convention, which is a stylistic change without altering the code's structure or behavior.",,,
3646289239,checkstyle/checkstyle,20957,https://github.com/checkstyle/checkstyle/pull/20957,src/test/resources/com/puppycrawl/tools/checkstyle/filters/suppresswithnearbycommentfilter/InputSuppressWithNearbyCommentFilterUnmatchedInfluenceGroup.java,25,"please put violation message, we doing crazy hard efforts to make all files have violation message ",https://github.com/checkstyle/checkstyle/pull/20957#discussion_r3646289239,style,high,"The comment requests adding a violation message, which is a matter of wording and content within the existing code structure, not a change in the code's shape or logic.",,,
